ERIC_ID,Title,Authors,Year,Abstract,Journal,Source,DOI,URL,Keywords,Language,Publication_Type
EJ1486030,Artificial Intelligence and the Future of Educational Content: A Cautionary Tale,Arjita Jain; Swarupa Asish Dash,2025,"This study investigates the implications of AI-generated educational content, focusing on its authenticity, reliability, and ethical considerations within the context of Education 4.0. Employing a sequential explanatory mixed-methods approach, we combine qualitative insights from semi structured interviews with 20 educators and AI developers and quantitative data from an online survey of 210 educators across various educational levels. Our findings reveal widespread adoption of AI tools, particularly in higher education (68% usage), alongside significant concerns regarding the reliability of AI-generated content and the potential for misinformation and bias (70% of respondents expressing concern). The study highlights the necessity of human oversight and robust training programs to enhance confidence in AI technologies, with a positive correlation found between AI training and perceived reliability ([beta] = 0.28, p< 0.001). Ethical considerations, including data privacy and the impact of AI on teaching roles, are also addressed. This research contributes to the ongoing discourse on the responsible use of AI in education and provides a foundation for future research and practice aimed at ensuring the integrity and quality of educational content. The study emphasizes the need for a balanced approach that leverages the potential of AI while addressing critical concerns and ultimately inform policy and practice in the evolving landscape of AI-enhanced education.",Journal of Educators Online,v22 n4 2025,,http://eric.ed.gov/?id=EJ1486030,Artificial Intelligence; Futures (of Society); Teacher Attitudes; Technology Uses in Education; Ethics; College Faculty; Elementary School Teachers; Secondary School Teachers,English,Journal Articles; Reports - Research
EJ1448631,AI-Professional Development Model for Chemistry Teacher: Artificial Intelligence in Chemistry Education,Bekir Yildirim; Ahmet Tayfur Akcan,2024,"This study aimed to propose a Professional Development Model (PDM) for chemistry teachers to enhance their professional development in Artificial Intelligence (AI). The research group consisted of 17 chemistry teachers. The study was designed using a particular case study suitable for qualitative research methods. Document review, teacher interviews, and AI opinions were utilized to create the model. Data were analyzed using inductive content analysis. The document analysis emphasized the teachers' knowledge of various topics, such as AI knowledge, AI tools, AI skills, AI ethics, AI attitudes, and AI literacy, to enable them to incorporate AI into their lessons. It was also highlighted that teachers should acquire domain-specific knowledge, skills, and competencies in the areas where artificial intelligence will be integrated. When examining the recommendations of artificial intelligence (ChatGPT and Gemini), it was found that they addressed similar content to the information included in the document analysis. Furthermore, chemistry teachers stated their deficiencies in AI literacy, AI competencies, and developing AI lesson plans. They also stated that AI applications could be included in various subjects such as organic chemistry, chemical experiments, and chemical reactions. Following the analysis of documents and teacher and AI opinions, a 10-step PDM has been proposed to enhance chemistry teachers' professional development in AI.","Journal of Education in Science, Environment and Health",v10 n4 p161-182 2024,,http://eric.ed.gov/?id=EJ1448631,Artificial Intelligence; Faculty Development; Science Teachers; Chemistry; Educational Technology; Teacher Attitudes; Knowledge Level; Technology Integration; Teacher Competencies; Models,English,Journal Articles; Reports - Research; Tests/Questionnaires
ED658826,Artificial Intelligence and Machine Learning: Unpacking High School CS Teachers' Perspectives and Pedagogical Approaches,Zachary Opps,2024,"As the use of artificial intelligence (AI), especially machine learning (ML), has dramatically increased, K-12 schools have begun to deliver AI education; however, little is known about teachers' views on the field. This qualitative study investigated how U.S. high school computer science (CS) teachers conceptualize AI, the role of AI in their CS instruction, and the instructional curricula and pedagogies these educators use to bring AI into their CS instruction. Data was collected through semi-structured interviews with 23 educators teaching 9-12th grade CS courses in U.S. schools. Data collected from interviews was examined using thematic analysis resulting in seven themes. The findings suggest that teachers see great value in AI education and encourage schools to provide AI literacy instruction for all students while providing AI technical instruction in elective CS courses. Teachers demonstrated high levels of interest in the field but a shallow understanding of AI technology. The study's findings also showed that CS teachers know of the importance of AI ethics instruction but have a limited view of AI's impact on society. Additionally, the results point to a general lack of curricula and tools designed to teach K-12 students about AI, especially materials that emphasize critique of AI technology and its societal harms. The study's results contribute to a deeper understanding of 9-12th grade teachers' conceptions of AI and the challenges they face when implementing AI instruction. Implications for teachers, school leaders, curriculum developers, policy makers, teacher educators, and professional development (PD) providers are presented. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",ProQuest LLC,"Ph.D. Dissertation, Michigan State University",,http://eric.ed.gov/?id=ED658826,Artificial Intelligence; High School Teachers; Computer Science Education; Teacher Education; Educational Practices; Teaching Methods; Educational Benefits; Technology Uses in Education; Technological Literacy; Ethics,,Dissertations/Theses - Doctoral Dissertations
EJ1485742,Convergence of Diverse Expertise: A Multidisciplinary Training on the Ethics of Artificial Intelligence in Healthcare Technology and Research,Russell Franco D'Souza; Krishna Mohan Surapaneni; Sathyanarayanan P.; Annamalai Regupathy; Mary Mathew; Vedprakash Mishra; Ani Grace Kalaimathi; Geethalakshmi Sekkizhar; Rajiv Tandon; Princy Louis Palatty; Vivek Mady,2025,"The integration of artificial intelligence (AI) into healthcare and research introduces sophisticated diagnostic and treatment capabilities but also raises significant ethical challenges from development to deployment and evaluation, requiring comprehensive ethical training and interdisciplinary collaboration to ensure the responsible use of AI technologies. The ""CONNECT with AI""- Collaborative Opportunity to Navigate and Negotiate Ethical Challenges and Trials with Artificial Intelligence) workshop was a three-day event, engaging multi-institutional interdisciplinary and interprofessional participants (both industry professionals and academicians) from diverse fields such as Medicine, Dentistry, Nursing, Engineering, Law, and Allied Health Sciences from India. There was equal distribution of participants from diverse fields. A mixed-method approach utilizing pre- and post-workshop assessments, confidence level surveys and thematic analyses of small group discussions and open-ended questions to evaluate the impact of the workshop on participants' ethical understanding and decision-making skills regarding AI. Post-workshop evaluations indicated a significant improvement in both theoretical knowledge and practical application of AI ethics, with assessment scores rising markedly from pre-workshop levels (p < 0.0001). Confidence in handling ethical dilemmas related to AI saw substantial increases across all domains, particularly in ensuring patient privacy and data security (p < 0.0001). Qualitative feedback highlighted diverse perceptions and sector-specific concerns about AI, emphasizing the importance of customized ethical guidelines and the integration of AI into healthcare practices. The workshop effectively enhanced participants' competence and confidence in addressing AI-related ethical issues, demonstrating the critical role of interprofessional education in fostering an ethical AI implementation framework. Continuous, interdisciplinary and interprofessional training is essential to navigate the evolving ethical landscape of AI in healthcare, ensuring safe, effective, and responsible technology use.",Journal of Academic Ethics,v23 n3 p885-899 2025,10.1007/s10805-024-09593-w,http://eric.ed.gov/?id=EJ1485742,Artificial Intelligence; Health Services; Medical Services; Ethics; Computer Use; Professional Development; Workshops; Health Personnel; Program Effectiveness; Knowledge Level; Self Efficacy; Competence,English,Journal Articles; Reports - Research
EJ1428661,Artificial Intelligence Competence: A Crucial Skill for the Digital Citizens,Supanee Sengsri; Kheamparit Khunratchasana,2024,"Artificial intelligence (AI) technology has made a significant impact on technological progress and has been integrated into various sectors and organizations. As a result, developing a workforce with knowledge and expertise in AI has become necessary. Skilled AI professionals will play a critical role in driving economic growth and competitiveness in the digital age. Therefore, it is essential to develop AI competency among various groups of people. Learning AI skill sets is necessary to facilitate effective collaboration between humans and machines in the learning process. Known for Life offers a range of knowledge, including technical skill sets, business skill sets, and skill sets for individuals that incorporate ethics, such as the ethical use of AI in education to enhance the learning experience and evaluate student performance. Understanding AI can help educators adopt modern teaching methods and prepare students for AI-related careers, but it is crucial to consider ethical implications.",International Education Studies,v17 n3 p75-83 2024,,http://eric.ed.gov/?id=EJ1428661,Artificial Intelligence; Digital Literacy; Competence; Skill Development; 21st Century Skills; Labor Force Development; Influence of Technology; Curriculum Development; Computer Science Education; Information Technology; Role Theory; Futures (of Society); Educational Trends; Sociocultural Patterns; Trend Analysis,English,Journal Articles; Information Analyses
ED635697,AI and the Future of Education: Teaching in the Age of Artificial Intelligence,"Shah, Priten",2023,"Among teachers, there is a cloud of rumors, confusion, and fear surrounding the rise of artificial intelligence. ""AI and the Future of Education"" is a timely response to this general state of panic, showing you that AI is a tool to leverage, not a threat to teaching and learning. By understanding what AI is, what it does, and how it can be used to enhance education, you can let go of anxiety and uncertainty, and learn to embrace artificial intelligence. It's true that, along with tremendous opportunities, AI presents some challenges for the field of education. In this book, Priten Shah, a Harvard M.Ed. with a robust background in educational innovation, helps you face these challenges head on, so you can gain the knowledge and skills you need to use AI effectively in your classroom. Thanks to this thorough consideration of ethical considerations and practical approaches, you can develop your own strategy for leveraging AI in administrative tasks, lesson design, professional development, and beyond. Steps include: (1) Understand what AI and machine learning are, and learn about new developments like ChatGPT; (2) Discover strategies for engaging students more fully using AI; (3) Automate administrative tasks, grading and feedback, and assessments; (4) Use AI in innovative ways to promote higher-order thinking skills; and (5) Examine ethical considerations of AI, including the achievement gap, privacy concerns, and bias. For K-12 educators, as well as leaders and policymakers who want to understand the role of technology in education, ""AI and the Future of Education"" is a valuable resource that can change AI from an unknown entity to an indispensable tool.","Jossey-Bass, An Imprint of Wiley",,,http://eric.ed.gov/?id=ED635697,Artificial Intelligence; Futures (of Society); Teaching (Occupation); Ethics; Educational Practices; Man Machine Systems; Natural Language Processing; Educational Strategies; Learner Engagement; Automation; Thinking Skills; Skill Development; Technology Uses in Education; Technology Integration; Elementary Secondary Education,,Books; Guides - Non-Classroom
EJ1478876,Navigating Anxiety in Academia: The Role of Generative Artificial Intelligence,Oqab Jabali; Munther Saeedi; Yousef Alawneh,2025,"This study explores educators' perspectives on the impact of generative artificial intelligence (AI) on academic roles within Palestinian institutions. Through qualitative interviews and quantitative surveys, the research reveals significant anxiety among educators, particularly concerning the potential decline of traditional roles, educational standards, and ethical implications of AI integration. While the study sought to identify demographic differences in concerns, the analysis found no statistically significant variations among respondents. Qualitatively, the study results showed that 69.2% of respondents expressed anxiety about the reduction of traditional teaching roles, 55.8% raised concerns regarding the potential decline in educational quality. Ethical implications, including privacy and research integrity, were significant themes, with 26.9% indicating strong concern in this area. Participants also highlighted the need for increased training and collaboration between educators and technology developers. The findings reveal a nuanced landscape where educators recognize the potential of AI to enhance educational practices while simultaneously grappling with the complexities and ethical challenges it presents. The study underscores the necessity for robust frameworks and professional development initiatives to ensure that AI adoption in academia benefits both educators and students in Palestine.",Education and Information Technologies,v30 n11 p15529-15544 2025,10.1007/s10639-025-13433-8,http://eric.ed.gov/?id=EJ1478876,Anxiety; College Faculty; Artificial Intelligence; Technology Integration; Computer Software; Teacher Attitudes; Teacher Surveys; Teacher Role; Educational Quality; Privacy; Integrity; Ethics; Cooperation; Educational Practices; Faculty Development; Foreign Countries,English,Journal Articles; Reports - Research
EJ1416403,Artificial Intelligence in K-12 Education: Eliciting and Reflecting on Swedish Teachers' Understanding of AI and Its Implications for Teaching & Learning,Johanna Velander; Mohammed Ahmed Taiye; Nuno Otero; Marcelo Milrad,2024,"Uncovering patterns and trends in vast, ever-increasing quantities of data has been enabled by different machine learning methods and techniques used in Artificial Intelligence (AI) systems. Permeating many aspects of our lives and influencing our choices, development in this field continues to advance and increasingly impacts us as individuals and our society. The risks and unintended effects such as bias from input data or algorithm design have recently stirred discourse about how to inform and teach AI in K-12 education. As AI is a new topic not only for pupils in K-12 but also for teachers, new skill sets are required that enable critical engagement with AI. AI literacy is trying to close the gap between research and practical knowledge transfer of AI-related skills. Teachers' AI-related technological, pedagogical and content knowledge (TPACK) are important factors for AI literacy. However, as teachers' perspectives, beliefs and views impact both the interpretation and operationalisation of curriculum. this study explores teachers' and teacher educators' understanding and preconceptions of AI to inform teacher education and professional development. To gain a comprehensive understanding of teachers' conceptualisations regarding AI an anonymous questionnaire together with focus group discussions were employed. The qualitative content analysis underpinned by the theoretical framework Intelligent TPACK reveals that teachers' AI-related content knowledge is generally gained through incidental learning and often results in pre- and misconceptions of AI. Our analysis also revealed several potential challenges for teachers in achieving core constructs of Intelligent TPACK, examples of such challenges are vague and unclear guidelines in both policy and curriculum, a lack of understanding of AI and its limitations, as well as emotional responses related to participants' preconceptions. These insights are important to consider in designing teacher education and professional development related to AI literacy.",Education and Information Technologies,v29 n4 p4085-4105 2024,10.1007/s10639-023-11990-4,http://eric.ed.gov/?id=EJ1416403,Foreign Countries; Elementary School Teachers; Secondary School Teachers; Teacher Educators; Artificial Intelligence; Teacher Attitudes; Technology Uses in Education; Pedagogical Content Knowledge; Technological Literacy; Teacher Education; Faculty Development; Misconceptions; Barriers; Emotional Response,English,Journal Articles; Reports - Research
ED678146,"Policy Recommendations for New Jersey's Artificial Intelligence Leadership in K-12, Higher Education, and Workforce Development",Satyadhar Joshi,2026,"This paper presents a policy framework to position New Jersey as a national leader in artificial intelligence (AI) education and workforce development. Through analysis of current state initiatives--including the NJ AI Hub, AI Task Force reports, apprenticeship programs, and regulatory guidance--we identify gaps and opportunities across K-12, higher education, and workforce development sectors. We propose a multi-layered approach visualized through interconnected frameworks: an integrated AI education ecosystem, phased implementation roadmaps for K-12 AI literacy, a statewide AI curriculum consortium structure, multi-track workforce development pathways, and equity and access frameworks. Quantitative analysis reveals that while 20-25%+ of New Jersey's workforce already uses AI technology daily, only 20-25% of educators feel prepared for AI integration. Our policy recommendations address this gap through a $165 million annual investment strategy with projected 3.8x return on investment, creating pathways for 15,000-20,000 new AI jobs by 2030. Recommendations include more layered, interconnected and framework-styled methods for establishing AI literacy standards for all K-12 students, creating specialized AI high schools, expanding community college AI programs, developing industry-aligned university curricula, and implementing statewide AI teacher training. We also address equity and risk considerations, funding mechanisms, and suggested implementation timelines. This is a pure review paper and all findings are from suggested literature.",Online Submission,,,http://eric.ed.gov/?id=ED678146,Artificial Intelligence; Elementary Secondary Education; Higher Education; Labor Force Development; Educational Policy; Governance; Adoption (Ideas); Ethics; Technology Integration; Incentives,,Reports - Evaluative
EJ1483840,Preparing the Next Generation of Health Education Teachers for the Ethical Use of AI,Melissa J. Haithcox-Dennis; Reeshemah Johnson,2025,"This article examines how health education teacher preparation programs can prepare future educators to use artificial intelligence (AI) in responsible and effective ways. It begins with a brief overview of the use of AI in education, considering the growing impact of generative AI technologies on teaching and learning. The article outlines international and national standards that govern the application of AI in education, addressing key ethical concerns, including the dissemination of inaccurate health information, violations of student privacy, bias, and inequitable access to AI tools. The article emphasizes the importance of ethical decision-making and professional responsibility when integrating AI into instruction. Drawing on existing health education standards and ethical guidelines, the article offers practical recommendations to support the thoughtful and ethical use of these tools. The goal is to strengthen both initial teacher preparation and continuing professional development so that health educators are equipped to provide instruction that is accurate, inclusive, and responsive to students' needs in a changing educational landscape.",Journal of Research Initiatives,v9 n1 Article 2 2025,,http://eric.ed.gov/?id=EJ1483840,Health Education; Artificial Intelligence; Educational Technology; Ethics; Technology Uses in Education; Standards; Information Dissemination; Privacy; Accuracy; Access to Computers; Teacher Education Programs; Teacher Competencies; Compliance (Legal); Access to Internet,English,Journal Articles; Reports - Evaluative
EJ1430089,Utilization of Artificial Intelligence and Machine Learning in Chemistry Education: A Critical Review,Aloys Iyamuremye; Francois Niyongabo Niyonzima; Janvier Mukiza; Innocent Twagilimana; Pascasie Nyirahabimana; Theophile Nsengimana; Jean Dieu Habiyaremye; Olivier Habimana; Ezechiel Nsabayezu,2024,"The current study aimed to criticize the existing literature on the utilization of artificial intelligence (AI) and machine learning (ML) in teaching and learning chemistry. A comprehensive critical literature review was conducted using electronic databases such as Scopus, PubMed, ISI, Google Scholar, ERIC, Web of Science, and JSTOR. In this regard, 62 articles were extracted from these electronic databases. During the selection of the literature inclusion and exclusion criteria were applied. The inclusion criteria include empirical and theoretical studies examining the effectiveness, challenges, and opportunities of AI/ML, and articles from 2018 to 2024 and written in English. On the other side, the exclusion criteria include literature that unrelated to education, lacking empirical evidence, or not peer-reviewed, as well as non-English publications, and published before 2018. This was done to gain insights into the current implementation status of AI and ML as well as critical issues of using these approaches in chemistry education. The study employed a critical review of the literature, which involves a critical analysis of the themes and concepts that emerge from the selected literature and identifies the opportunities and challenges surrounding the utilization of these technologies. The results revealed that there are opportunities for the integration of AI and ML in chemistry education, including personalized learning experiences, teacher assistance, and accessibility to learning materials. In this regard, intelligent tutoring systems and adaptive learning platforms were identified as potential aides for teachers in various aspects of teaching. The study also revealed the limitations and challenges surrounding AI and ML, such as the dependence on preexisting data, potential biases in models, and concerns around data privacy and security. Moreover, the findings also indicated that the implementation of AI and ML in chemistry education is still in its juvenile stage. Thus, teacher training programs are needed to equip teachers with the necessary skills for the use of these technologies effectively in the classroom. In addition, more efforts should be made to facilitate research, collaboration, and the development of policies and regulations that ensure responsible use of these technologies in the teaching and learning process.",Discover Education,v3 Article 95 2024,10.1007/s44217-024-00197-5,http://eric.ed.gov/?id=EJ1430089,Chemistry; Science Education; Journal Articles; Artificial Intelligence; Technology Uses in Education; Evidence Based Practice; Educational Strategies; Educational Practices; Technology Integration; Barriers,English,Journal Articles; Information Analyses
