PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41103889","Artificial Intelligence in Action: Racial and Gender Disparities in Academic Radiology","Hui L, Khosa F.","Cureus. 2025 Sep 15;17(9):e92382. doi: 10.7759/cureus.92382. eCollection 2025 Sep.","Hui L","Cureus","2025","2025/10/17","PMC12526662","","10.7759/cureus.92382"
"35785094","The Management of Educational Talents in Vocational Colleges Based on Wireless Network in the Artificial Intelligence Era","Zhang Y, Wang C.","Comput Intell Neurosci. 2022 Jun 24;2022:2298139. doi: 10.1155/2022/2298139. eCollection 2022.","Zhang Y","Comput Intell Neurosci","2022","2022/07/05","PMC9249443","","10.1155/2022/2298139"
"40064176","Artificial intelligence and gender equity: An integrated approach for health professional education","Bearman M, Ajjawi R.","Med Educ. 2025 Oct;59(10):1049-1057. doi: 10.1111/medu.15657. Epub 2025 Mar 10.","Bearman M","Med Educ","2025","2025/03/10","PMC12437998","","10.1111/medu.15657"
"35818389","Employee Perceptions of the Effective Adoption of AI Principles","Kelley S.","J Bus Ethics. 2022;178(4):871-893. doi: 10.1007/s10551-022-05051-y. Epub 2022 Feb 10.","Kelley S","J Bus Ethics","2022","2022/07/12","PMC9259894","","10.1007/s10551-022-05051-y"
"40623883","Development and retrospective validation of an artificial intelligence system for diagnostic assessment of prostate biopsies: study protocol","Mulliqi N, Blilie A, Ji X, Szolnoky K, Olsson H, Titus M, Martinez Gonzalez G, Boman SE, Valkonen M, Gudlaugsson E, Kjosavik SR, Asenjo J, Gambacorta M, Libretti P, Braun M, Kordek R, Łowicki R, Hotakainen K, Väre P, Pedersen BG, Sørensen KD, Ulhøi BP, Rantalainen M, Ruusuvuori P, Delahunt B, Samaratunga H, Tsuzuki T, Janssen EAM, Egevad L, Kartasalo K, Eklund M.","BMJ Open. 2025 Jul 7;15(7):e097591. doi: 10.1136/bmjopen-2024-097591.","Mulliqi N","BMJ Open","2025","2025/07/07","PMC12258300","","10.1136/bmjopen-2024-097591"
"40736784","FERTILITY CARE IN LOW- AND MIDDLE- INCOME COUNTRIES: The future use of AI to improve accessibility of assisted reproductive technology in low- and middle-income countries","Mendizabal-Ruiz G, Paredes O, Borrayo E, Chavez-Badiola A.","Reprod Fertil. 2025 Aug 14;6(3):e240077. doi: 10.1530/RAF-24-0077. Print 2025 Jul 1.","Mendizabal-Ruiz G","Reprod Fertil","2025","2025/07/30","PMC12359024","","10.1530/RAF-24-0077"
"40190834","Medical Residency Admissions in India and the United States: A Comparative Analysis of Challenges and Reforms","Nadella N, Chagamreddy GR, Edara L, Kumar KN, Yadla V.","Cureus. 2025 Apr 1;17(4):e81553. doi: 10.7759/cureus.81553. eCollection 2025 Apr.","Nadella N","Cureus","2025","2025/04/07","PMC11972436","","10.7759/cureus.81553"
"36061984","Artificial intelligence in healthcare: Proposals for policy development in South Africa","Naidoo S, Bottomley D, Naidoo M, Donnelly D, Thaldar DW.","S Afr J Bioeth Law. 2022 Aug 5;15(1):11-16. doi: 10.7196/sajbl.2022.v15i1.797. Epub 2022 May 19.","Naidoo S","S Afr J Bioeth Law","2022","2022/09/05","PMC9439582","NIHMS1810718","10.7196/sajbl.2022.v15i1.797"
"41040699","Privacy-Enhancing Sequential Learning under Heterogeneous Selection Bias in Multi-Site EHR Data","Kundu R, Shi X, Patel KK, Ohno-Machado L, Salvatore M, Song PXK, Mukherjee B.","medRxiv [Preprint]. 2025 Sep 28:2025.09.26.25336642. doi: 10.1101/2025.09.26.25336642.","Kundu R","medRxiv","2025","2025/10/03","PMC12486029","","10.1101/2025.09.26.25336642"
"35416784","Coordinating Health Care With Artificial Intelligence-Supported Technology for Patients With Atrial Fibrillation: Protocol for a Randomized Controlled Trial","Laranjo L, Shaw T, Trivedi R, Thomas S, Charlston E, Klimis H, Thiagalingam A, Kumar S, Tan TC, Nguyen TN, Marschner S, Chow C.","JMIR Res Protoc. 2022 Apr 13;11(4):e34470. doi: 10.2196/34470.","Laranjo L","JMIR Res Protoc","2022","2022/04/13","PMC9047758","","10.2196/34470"
"35855604","Long-distance vocalizations of spotted hyenas contain individual, but not group, signatures","Lehmann KDS, Jensen FH, Gersick AS, Strandburg-Peshkin A, Holekamp KE.","Proc Biol Sci. 2022 Jul 27;289(1979):20220548. doi: 10.1098/rspb.2022.0548. Epub 2022 Jul 20.","Lehmann KDS","Proc Biol Sci","2022","2022/07/20","PMC9297016","","10.1098/rspb.2022.0548"
"38188047","Comparing clinical decision-making of AI technology to a multi-professional care team in an electronic cognitive behavioural therapy program for depression: protocol","Stephenson C, Jagayat J, Kumar A, Khamooshi P, Eadie J, Pannu A, Meartsi D, Danaee E, Gutierrez G, Khan F, Gizzarelli T, Patel C, Moghimi E, Yang M, Shirazi A, Omrani M, Patel A, Alavi N.","Front Psychiatry. 2023 Dec 21;14:1220607. doi: 10.3389/fpsyt.2023.1220607. eCollection 2023.","Stephenson C","Front Psychiatry","2023","2024/01/08","PMC10768033","","10.3389/fpsyt.2023.1220607"
"41551404","Transgender Individuals' Perspectives on Teledermatology-Based Acne Research","Gold S, Delgado F, Siira M, Alcid C, Willner S, Kucirek D, Owen-Smith A, Rotemberg V, Operario D, Escoffery C, Tangpricha V, Chen SC, Goodman M, Yeung H.","Arch Dermatol Res. 2025;317:933. doi: 10.1007/s00403-025-04402-9. Epub 2025 Nov 1.","Gold S","Arch Dermatol Res","2025","2026/01/19","PMC12806185","NIHMS2122580","10.1007/s00403-025-04402-9"
"40503914","Natural Language Processing Chatbot-Based Interventions for Improvement of Diet, Physical Activity, and Tobacco Smoking Behaviors: Systematic Review","Chen J, Hu RZ, Zhuang YX, Zhang JQ, Shan R, Yang Y, Liu Z.","JMIR Mhealth Uhealth. 2025 Jun 11;13:e66403. doi: 10.2196/66403.","Chen J","JMIR Mhealth Uhealth","2025","2025/06/12","PMC12175970","","10.2196/66403"
"30521681","Reflectance confocal microscopy for diagnosing cutaneous melanoma in adults","Dinnes J, Deeks JJ, Saleh D, Chuchu N, Bayliss SE, Patel L, Davenport C, Takwoingi Y, Godfrey K, Matin RN, Patalay R, Williams HC; Cochrane Skin Cancer Diagnostic Test Accuracy Group.","Cochrane Database Syst Rev. 2018 Dec 4;12(12):CD013190. doi: 10.1002/14651858.CD013190.","Dinnes J","Cochrane Database Syst Rev","2018","2018/12/07","PMC6492459","","10.1002/14651858.CD013190"
"34753941","Objective and bias-free measures of candidate motivation during job applications","Kappen M, Naber M.","Sci Rep. 2021 Nov 9;11(1):21254. doi: 10.1038/s41598-021-00659-y.","Kappen M","Sci Rep","2021","2021/11/10","PMC8578383","","10.1038/s41598-021-00659-y"
"38199790","Feasibility of an artificial intelligence phone call for postoperative care following cataract surgery in a diverse population: two phase prospective study protocol","Hatamnejad A, Higham A, Somani S, Tam ES, Lim E, Khavandi S, de Pennington N, Chiu HH.","BMJ Open Ophthalmol. 2024 Jan 10;9(1):e001475. doi: 10.1136/bmjophth-2023-001475.","Hatamnejad A","BMJ Open Ophthalmol","2024","2024/01/10","PMC10806655","","10.1136/bmjophth-2023-001475"
"40069265","Navigating artificial general intelligence development: societal, technological, ethical, and brain-inspired pathways","Raman R, Kowalski R, Achuthan K, Iyer A, Nedungadi P.","Sci Rep. 2025 Mar 11;15(1):8443. doi: 10.1038/s41598-025-92190-7.","Raman R","Sci Rep","2025","2025/03/12","PMC11897388","","10.1038/s41598-025-92190-7"
"40876870","Digital Health: An Opportunity to Advance Health Equity for People With Disabilities","Jain P, Jain B, Doshi R, Jain U, Claypool H, Aboulafia A, Swenor BK.","Milbank Q. 2025 Aug 28. doi: 10.1111/1468-0009.70049. Online ahead of print.","Jain P","Milbank Q","2025","2025/08/28","","","10.1111/1468-0009.70049"
"33995141","Unobtrusive Sensing Technology for Quantifying Stress and Well-Being Using Pulse, Speech, Body Motion, and Electrodermal Data in a Workplace Setting: Study Concept and Design","Izumi K, Minato K, Shiga K, Sugio T, Hanashiro S, Cortright K, Kudo S, Fujita T, Sado M, Maeno T, Takebayashi T, Mimura M, Kishimoto T.","Front Psychiatry. 2021 Apr 28;12:611243. doi: 10.3389/fpsyt.2021.611243. eCollection 2021.","Izumi K","Front Psychiatry","2021","2021/05/17","PMC8113638","","10.3389/fpsyt.2021.611243"
"37346690","A smart secured framework for detecting and averting online recruitment fraud using ensemble machine learning techniques","Ullah Z, Jamjoom M.","PeerJ Comput Sci. 2023 Feb 8;9:e1234. doi: 10.7717/peerj-cs.1234. eCollection 2023.","Ullah Z","PeerJ Comput Sci","2023","2023/06/22","PMC10280442","","10.7717/peerj-cs.1234"
"34713106","Personalised, Rational, Efficacy-Driven Cancer Drug Dosing via an Artificial Intelligence SystEm (PRECISE): A Protocol for the PRECISE CURATE.AI Pilot Clinical Trial","Tan BKJ, Teo CB, Tadeo X, Peng S, Soh HPL, Du SX, Luo VWY, Bandla A, Sundar R, Ho D, Kee TW, Blasiak A.","Front Digit Health. 2021 Apr 12;3:635524. doi: 10.3389/fdgth.2021.635524. eCollection 2021.","Tan BKJ","Front Digit Health","2021","2021/10/29","PMC8521832","","10.3389/fdgth.2021.635524"
"32951075","Changing the Nature of Quantitative Biology Education: Data Science as a Driver","Robeva RS, Jungck JR, Gross LJ.","Bull Math Biol. 2020 Sep 19;82(10):127. doi: 10.1007/s11538-020-00785-0.","Robeva RS","Bull Math Biol","2020","2020/09/20","","","10.1007/s11538-020-00785-0"
"34681982","An Insider Data Leakage Detection Using One-Hot Encoding, Synthetic Minority Oversampling and Machine Learning Techniques","Al-Shehari T, Alsowail RA.","Entropy (Basel). 2021 Sep 27;23(10):1258. doi: 10.3390/e23101258.","Al-Shehari T","Entropy (Basel)","2021","2021/10/23","PMC8535057","","10.3390/e23101258"
"40621256","Virtual Patients in Clinical Trials for Drug Development: A Narrative Review","Kleeberger JA.","Cureus. 2025 Jun 4;17(6):e85380. doi: 10.7759/cureus.85380. eCollection 2025 Jun.","Kleeberger JA","Cureus","2025","2025/07/07","PMC12228009","","10.7759/cureus.85380"
"39806608","Protocol for the impact of machine learning-based clinician decision support algorithims in perioperative care (IMAGINATIVE) in Singapore general hospital : a large prospective randomised controlled trial","Abdullah HR, Brenda TPY, Loh C, Ong M, Lamoureux E, Lim GH, Lum E.","BMJ Open. 2024 Dec 20;14(12):e086769. doi: 10.1136/bmjopen-2024-086769.","Abdullah HR","BMJ Open","2024","2025/01/14","PMC11667320","","10.1136/bmjopen-2024-086769"
"36633971","How We Got Here: The Legacy of Anti-Black Discrimination in Radiology","Goldberg JE, Prabhu V, Smereka PN, Hindman NM.","Radiographics. 2023 Feb;43(2):e220112. doi: 10.1148/rg.220112.","Goldberg JE","Radiographics","2023","2023/01/12","","","10.1148/rg.220112"
"38904126","Assessing the feasibility and acceptability of a diabetes-specific nurse-led multicomponent smoking cessation intervention in diabetes education: study protocol for an open-label pragmatic randomised controlled trial","Grech J, Norman I, Azzopardi C, Grixti M, Sammut R.","BMJ Open. 2024 Jun 19;14(6):e083235. doi: 10.1136/bmjopen-2023-083235.","Grech J","BMJ Open","2024","2024/06/21","PMC11191808","","10.1136/bmjopen-2023-083235"
"41114095","Revolutionizing gastrointestinal cancer research with artificial intelligence: From precision patient stratification to real-world evidence","Wang Z, Zhang RY, Ji C, Zhang JY, Yue BT, Wang F.","World J Gastrointest Oncol. 2025 Oct 15;17(10):111339. doi: 10.4251/wjgo.v17.i10.111339.","Wang Z","World J Gastrointest Oncol","2025","2025/10/20","PMC12531783","","10.4251/wjgo.v17.i10.111339"
"40456168","AI-Enhanced Rural Medical Education: Bridging Gaps and Building Trust","Bray NN, Wheeler D, Zumwalt J.","Acad Med. 2025 Sep 1;100(9S Suppl 1):S39-S42. doi: 10.1097/ACM.0000000000006105. Epub 2025 May 30.","Bray NN","Acad Med","2025","2025/06/02","","","10.1097/ACM.0000000000006105"
"38806433","Protocol for evaluating the fitness for purpose of an artificial intelligence product for radiology reporting in the BreastScreen New South Wales breast cancer screening programme","Warner-Smith M, Ren K, Mistry C, Walton R, Roder D, Bhola N, McGill S, O'Brien TA.","BMJ Open. 2024 May 28;14(5):e082350. doi: 10.1136/bmjopen-2023-082350.","Warner-Smith M","BMJ Open","2024","2024/05/28","PMC11138303","","10.1136/bmjopen-2023-082350"
"40107682","Using artificial intelligence to improve healthcare delivery in select allied health disciplines: a scoping review protocol","Raghunathan K, Morris ME, Wani TA, Edvardsson K, Peiris C, Fowler-Davis S, McKercher JP, Bourke S, Danish S, Johnston J, Moyo N, Gilmartin-Thomas J, Heng HWF, Ho K, Joyce-McCoach J, Thwaites C.","BMJ Open. 2025 Mar 18;15(3):e098290. doi: 10.1136/bmjopen-2024-098290.","Raghunathan K","BMJ Open","2025","2025/03/19","PMC11927405","","10.1136/bmjopen-2024-098290"
"40465594","AI integration and workforce development: Exploring job autonomy and creative self-efficacy in a global context","Xavier DF, Korunka C, Reiter-Palmon R.","PLoS One. 2025 Jun 4;20(6):e0319556. doi: 10.1371/journal.pone.0319556. eCollection 2025.","Xavier DF","PLoS One","2025","2025/06/04","PMC12136293","","10.1371/journal.pone.0319556"
"34950499","Public patient views of artificial intelligence in healthcare: A nominal group technique study","Musbahi O, Syed L, Le Feuvre P, Cobb J, Jones G.","Digit Health. 2021 Dec 15;7:20552076211063682. doi: 10.1177/20552076211063682. eCollection 2021 Jan-Dec.","Musbahi O","Digit Health","2021","2021/12/24","PMC8689636","","10.1177/20552076211063682"
"37655204","Gender equity in hiring: examining the effectiveness of a personality-based algorithm","Kubiak E, Efremova MI, Baron S, Frasca KJ.","Front Psychol. 2023 Aug 15;14:1219865. doi: 10.3389/fpsyg.2023.1219865. eCollection 2023.","Kubiak E","Front Psychol","2023","2023/09/01","PMC10466048","","10.3389/fpsyg.2023.1219865"
"39431862","Unlocking the power of socially assistive robotic nurses in hospitals through innovative living lab methodology","Arioz U, Bratina B, Mlakar I, Plohl N, Uran S, Roj IR, Šafarič R, Šafran V.","Health Informatics J. 2024 Oct-Dec;30(4):14604582241291380. doi: 10.1177/14604582241291380.","Arioz U","Health Informatics J","2024","2024/10/21","","","10.1177/14604582241291380"
"40318249","Building competency in artificial intelligence and bias mitigation for nurse scientists and aligned health researchers","Cary MP Jr, Grady SD, McMillian-Bohler J, Bessias S, Silcox C, Silva S, Guilamo-Ramos V, McCall J, Sperling J, Goldstein BA.","Nurs Outlook. 2025 May-Jun;73(3):102395. doi: 10.1016/j.outlook.2025.102395. Epub 2025 May 2.","Cary MP Jr","Nurs Outlook","2025","2025/05/03","PMC12178818","NIHMS2069932","10.1016/j.outlook.2025.102395"
"40233965","Psilocybin-Assisted suppoRtive psychoTherapy IN the treatment of prolonged Grief (PARTING) trial: protocol for an open-label pilot trial for cancer-related bereavement","Beesley VL, Kennedy TJ, Maccallum F, Ross M, Harvey R, Rossell SL, Sarris J, Perkins D, Neale RE, Bennett-Levy J, Johnson S, Beebe H, Roset N, Strobel J, Parker S.","BMJ Open. 2025 Apr 15;15(4):e095992. doi: 10.1136/bmjopen-2024-095992.","Beesley VL","BMJ Open","2025","2025/04/15","PMC12004488","","10.1136/bmjopen-2024-095992"
"38688664","Feasibility study of rehabilitation for cardiac patients aided by an artificial intelligence web-based programme: a randomised controlled trial (RECAP trial)-a study protocol","Witharana P, Chang L, Maier R, Ogundimu E, Wilkinson C, Athanasiou T, Akowuah E.","BMJ Open. 2024 Apr 30;14(4):e079404. doi: 10.1136/bmjopen-2023-079404.","Witharana P","BMJ Open","2024","2024/04/30","PMC11086203","","10.1136/bmjopen-2023-079404"
"37426704","Democratising or disrupting diagnosis? Ethical issues raised by the use of AI tools for rare disease diagnosis","Hallowell N, Badger S, McKay F, Kerasidou A, Nellåker C.","SSM Qual Res Health. 2023 Jun;3:100240. doi: 10.1016/j.ssmqr.2023.100240.","Hallowell N","SSM Qual Res Health","2023","2023/07/10","PMC10323712","","10.1016/j.ssmqr.2023.100240"
"35410935","Mental health specialist video consultations for patients with somatic symptom disorder in primary care: protocol for a randomised feasibility trial (the VISION trial)","Haun MW, Tönnies J, Graue L, Hartmann M, Wensing M, Szecsenyi J, Wild B, Friederich HC.","BMJ Open. 2022 Apr 11;12(4):e058150. doi: 10.1136/bmjopen-2021-058150.","Haun MW","BMJ Open","2022","2022/04/12","PMC9003599","","10.1136/bmjopen-2021-058150"
"39939160","What makes a 'good' decision with artificial intelligence? A grounded theory study in paediatric care","McCradden MD, Thai K, Assadi A, Tonekaboni S, Stedman I, Joshi S, Zhang M, Chevalier F, Goldenberg A.","BMJ Evid Based Med. 2025 May 20;30(3):183-193. doi: 10.1136/bmjebm-2024-112919.","McCradden MD","BMJ Evid Based Med","2025","2025/02/12","PMC12171473","","10.1136/bmjebm-2024-112919"
"40693185","Attitudes and Awareness of Medical Students Toward Teleradiology and the Application of Artificial Intelligence in Diagnostic Radiology: A Cross-Sectional Study","Almuhanna A, Almohsen D, AlSultan D, Alhuraish D, AlRatrout F, Alzanadi R, Abbas R.","J Med Educ Curric Dev. 2025 Jul 20;12:23821205251358005. doi: 10.1177/23821205251358005. eCollection 2025 Jan-Dec.","Almuhanna A","J Med Educ Curric Dev","2025","2025/07/22","PMC12277554","","10.1177/23821205251358005"
"35225927","Measuring Personality through Images: Validating a Forced-Choice Image-Based Assessment of the Big Five Personality Traits","Hilliard A, Kazim E, Bitsakis T, Leutner F.","J Intell. 2022 Feb 7;10(1):12. doi: 10.3390/jintelligence10010012.","Hilliard A","J Intell","2022","2022/02/28","PMC8883940","","10.3390/jintelligence10010012"
"41031081","Environment Scan of Generative AI Infrastructure for Clinical and Translational Science","Idnay B, Xu Z, Adams WG, Adibuzzaman M, Anderson NR, Bahroos N, Bell DS, Bumgardner C, Campion T, Castro M, Cimino JJ, Cohen IG, Dorr D, Elkin PL, Fan JW, Ferris T, Foran DJ, Hanauer D, Hogarth M, Huang K, Kalpathy-Cramer J, Kandpal M, Karnik NS, Katoch A, Lai AM, Lambert CG, Li L, Lindsell C, Liu J, Lu Z, Luo Y, McGarvey P, Mendonca EA, Mirhaji P, Murphy S, Osborne JD, Paschalidis IC, Harris PA, Prior F, Shaheen NJ, Shara N, Sim I, Tachinardi U, Waitman LR, Wright RJ, Zai AH, Zheng K, Lee SS, Malin BA, Natarajan K, Price WN 2nd, Zhang R, Zhang Y, Xu H, Bian J, Weng C, Peng Y.","ArXiv [Preprint]. 2024 Sep 28:arXiv:2410.12793v1.","Idnay B","ArXiv","2024","2025/10/01","PMC12478420","",""
"31682577","Modeling Research Topics for Artificial Intelligence Applications in Medicine: Latent Dirichlet Allocation Application Study","Tran BX, Nghiem S, Sahin O, Vu TM, Ha GH, Vu GT, Pham HQ, Do HT, Latkin CA, Tam W, Ho CSH, Ho RCM.","J Med Internet Res. 2019 Nov 1;21(11):e15511. doi: 10.2196/15511.","Tran BX","J Med Internet Res","2019","2019/11/05","PMC6858616","","10.2196/15511"
"41283613","Responsible Adoption of Artificial Intelligence (AI) in Pharmacy Practice: Perspectives of Regulators in Canada and the United States","Gregory PAM, Austin Z.","Pharmacy (Basel). 2025 Oct 27;13(6):152. doi: 10.3390/pharmacy13060152.","Gregory PAM","Pharmacy (Basel)","2025","2025/11/24","PMC12641711","","10.3390/pharmacy13060152"
"36463866","Special Section on Inclusive Digital Health: Notable Papers on Addressing Bias, Equity, and Literacy to Strengthen Health Systems","Dixon BE, Holmes JH.","Yearb Med Inform. 2022 Aug;31(1):100-104. doi: 10.1055/s-0042-1742536. Epub 2022 Dec 4.","Dixon BE","Yearb Med Inform","2022","2022/12/04","PMC9719755","","10.1055/s-0042-1742536"
"40639841","Theory-based chatbot for promoting colorectal cancer screening in a community setting in Hong Kong: study protocol of a randomised controlled trial","Hu Y, Lau WM, Wang ZJ, Tang RSY, Wu X, Mo PKH, Wong SYS, Meng MLH, Dong D, Sung JJY, Lam TYT.","BMJ Open. 2025 Jul 10;15(7):e103857. doi: 10.1136/bmjopen-2025-103857.","Hu Y","BMJ Open","2025","2025/07/10","PMC12258346","","10.1136/bmjopen-2025-103857"
"36823101","Practical, epistemic and normative implications of algorithmic bias in healthcare artificial intelligence: a qualitative study of multidisciplinary expert perspectives","Aquino YSJ, Carter SM, Houssami N, Braunack-Mayer A, Win KT, Degeling C, Wang L, Rogers WA.","J Med Ethics. 2025 May 21;51(6):420-428. doi: 10.1136/jme-2022-108850.","Aquino YSJ","J Med Ethics","2025","2023/02/23","PMC12171461","","10.1136/jme-2022-108850"
"38836021","Algorithmic discrimination: examining its types and regulatory measures with emphasis on US legal practices","Wang X, Wu YC, Ji X, Fu H.","Front Artif Intell. 2024 May 21;7:1320277. doi: 10.3389/frai.2024.1320277. eCollection 2024.","Wang X","Front Artif Intell","2024","2024/06/05","PMC11148221","","10.3389/frai.2024.1320277"
"37699667","Predictive value of metabolic profiling in cardiovascular risk scores: analysis of 75 000 adults in UK Biobank","Jin D, Trichia E, Islam N, Lewington S, Lacey B.","J Epidemiol Community Health. 2023 Dec;77(12):802-808. doi: 10.1136/jech-2023-220801. Epub 2023 Sep 12.","Jin D","J Epidemiol Community Health","2023","2023/09/12","PMC11418003","","10.1136/jech-2023-220801"
"39993258","Artificial Intelligence Meets Holistic Review: Promises and Pitfalls of Automating the Medical Education Admissions Process","Rosenthal JT, Hafferty FW, Kulasegaram KM, Wendland CL, Taylor JS.","Acad Med. 2025 May 1;100(5):541-546. doi: 10.1097/ACM.0000000000005964. Epub 2025 Feb 21.","Rosenthal JT","Acad Med","2025","2025/02/24","PMC12120830","NIHMS2043507","10.1097/ACM.0000000000005964"
"39509905","Artificial Intelligence Compared to Manual Selection of Prospective Surgical Residents","Hassan M, Ayad M, Nembhard C, Hayes-Dixon A, Lin A, Janjua M, Franko J, Tee M.","J Surg Educ. 2025 Jan;82(1):103308. doi: 10.1016/j.jsurg.2024.103308. Epub 2024 Nov 6.","Hassan M","J Surg Educ","2025","2024/11/07","","","10.1016/j.jsurg.2024.103308"
"39081617","The evaluation of a decision support system integrating assistive technology for people with dementia at home","Nap HH, Stolwijk NE, Ipakchian Askari S, Lukkien DRM, Hofstede BM, Morresi N, Casaccia S, Amabili G, Bevilacqua R, Margaritini A, Barbarossa F, Lin CJ, Chieh HF, Su FC, Revel GM, Tesfay E, Bai D, Wirtjes C, Hsu YL.","Front Dement. 2024 Jul 18;3:1400624. doi: 10.3389/frdem.2024.1400624. eCollection 2024.","Nap HH","Front Dement","2024","2024/07/31","PMC11285597","","10.3389/frdem.2024.1400624"
"35845105","Does Ageist Language in Job Ads Predict Age Discrimination in Hiring?","Burn I, Button P, Munguia Corella L, Neumark D.","J Labor Econ. 2022 Jul;40(3):613-667. doi: 10.1086/717730. Epub 2022 May 20.","Burn I","J Labor Econ","2022","2022/07/18","PMC9285661","NIHMS1730335","10.1086/717730"
"41349551","The role of digital health and artificial intelligence in improving the reach and effectiveness of HIV prevention in Africa","Mbewe A, Sarkwah HN, Ijaodola O, Ratevosian J, Simba S, Smith TR, Atiwoto WK, Cain K, Konopka SN, Ujam C, Topp SM, Wu W, Chilambe TR, Dusabe E, Mendonca R, Norwood K, Green D, Comins C, Bristol N, Luba M, Gatete G, Morcillo D, Igbinosun BO, Hoege D, Holmes CB.","Lancet Glob Health. 2026 Jan;14(1):e131-e142. doi: 10.1016/S2214-109X(25)00447-4. Epub 2025 Dec 2.","Mbewe A","Lancet Glob Health","2026","2025/12/05","","","10.1016/S2214-109X(25)00447-4"
"37907297","Protocol of the Berlin Long-term Observation of Vascular Events (BeLOVE): a prospective cohort study with deep phenotyping and long-term follow up of cardiovascular high-risk patients","Weber JE, Ahmadi M, Boldt LH, Eckardt KU, Edelmann F, Gerhardt H, Grittner U, Haubold K, Hübner N, Kollmus-Heege J, Landmesser U, Leistner DM, Mai K, Müller DN, Nolte CH, Pieske B, Piper SK, Rattan S, Rauch G, Schmidt S, Schmidt-Ott KM, Schönrath K, Schulz-Menger J, Schweizerhof O, Siegerink B, Spranger J, Ramachandran VS, Witzenrath M, Endres M, Pischon T.","BMJ Open. 2023 Oct 31;13(10):e076415. doi: 10.1136/bmjopen-2023-076415.","Weber JE","BMJ Open","2023","2023/10/31","PMC10618970","","10.1136/bmjopen-2023-076415"
"38159513","An interpretable clustering approach to safety climate analysis: Examining driver group distinctions","Sun K, Lan T, Goh YM, Safiena S, Huang YH, Lytle B, He Y.","Accid Anal Prev. 2024 Mar;196:107420. doi: 10.1016/j.aap.2023.107420. Epub 2023 Dec 30.","Sun K","Accid Anal Prev","2024","2023/12/30","","","10.1016/j.aap.2023.107420"
"39749923","Social Media Recruitment as a Potential Trigger for Vulnerability: Multistakeholder Interview Study","Matthes N, Willem T, Buyx A, Zimmermann BM.","JMIR Hum Factors. 2024 Dec 30;11:e52448. doi: 10.2196/52448.","Matthes N","JMIR Hum Factors","2024","2025/01/03","PMC11702910","","10.2196/52448"
"35202397","The ReIMAGINE prostate cancer risk study protocol: A prospective cohort study in men with a suspicion of prostate cancer who are referred onto an MRI-based diagnostic pathway with donation of tissue, blood and urine for biomarker analyses","Marsden T, McCartan N, Brown L, Rodriguez-Justo M, Syer T, Brembilla G, Van Hemelrijck M, Coolen T, Attard G, Punwani S, Moore CM, Ahmed HU, Emberton M; ReIMAGINE Study Group.","PLoS One. 2022 Feb 24;17(2):e0259672. doi: 10.1371/journal.pone.0259672. eCollection 2022.","Marsden T","PLoS One","2022","2022/02/24","PMC8870538","","10.1371/journal.pone.0259672"
"35197335","Postpartum blood pressure self-management following hypertensive pregnancy: protocol of the Physician Optimised Post-partum Hypertension Treatment (POP-HT) trial","Kitt J, Frost A, Mollison J, Tucker KL, Suriano K, Kenworthy Y, McCourt A, Woodward W, Tan C, Lapidaire W, Mills R, Lacharie M, Tunnicliffe EM, Raman B, Santos M, Roman C, Hanssen H, Mackillop L, Cairns A, Thilaganathan B, Chappell L, Aye C, Lewandowski AJ, McManus RJ, Leeson P.","BMJ Open. 2022 Feb 23;12(2):e051180. doi: 10.1136/bmjopen-2021-051180.","Kitt J","BMJ Open","2022","2022/02/24","PMC8867381","","10.1136/bmjopen-2021-051180"
"41192941","Use of artificial intelligence and big data in transfusion medicine: An exploratory assessment of status in the Eastern Mediterranean and North Africa region","Al-Riyami AZ, Herjes S.","Vox Sang. 2025 Nov 5. doi: 10.1111/vox.70145. Online ahead of print.","Al-Riyami AZ","Vox Sang","2025","2025/11/05","","","10.1111/vox.70145"
"38441043","Charting the future of patient care: A strategic leadership guide to harnessing the potential of artificial intelligence","Ennis-O'Connor M, O'Connor WT.","Healthc Manage Forum. 2024 Jul;37(4):290-295. doi: 10.1177/08404704241235893. Epub 2024 Mar 5.","Ennis-O'Connor M","Healthc Manage Forum","2024","2024/03/05","PMC11264555","","10.1177/08404704241235893"
"40685999","Navigating Challenges in the Integration of Artificial Intelligence in Nursing Practice: An Integrative Literature Review","Qutishat M, Shakman L.","Int Nurs Rev. 2025 Sep;72(3):e70077. doi: 10.1111/inr.70077.","Qutishat M","Int Nurs Rev","2025","2025/07/21","","","10.1111/inr.70077"
"38716410","Innovations in public health surveillance: An overview of novel use of data and analytic methods","Rilkoff H, Struck S, Ziegler C, Faye L, Paquette D, Buckeridge D.","Can Commun Dis Rep. 2024 Apr 30;50(3-4):93-101. doi: 10.14745/ccdr.v50i34a02. eCollection 2024 Apr 30.","Rilkoff H","Can Commun Dis Rep","2024","2024/05/08","PMC11075801","","10.14745/ccdr.v50i34a02"
